Gut Microbiota	Gut Microbiata NCBI ID	Gut Microbiota ID	Classification	Substrate	Substrate PubChem CID	Substrate  HMDB ID	Substrate ChEBI ID	Metabolite	Metabolite PubChem CID	Metabolite HMDB ID	Metabolite ChEBI ID
Enterococcus faecalis ATCC 19433	1169286	gm1125	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Escherichia coli ATCC 44102		gm1126	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Escherichia coli ATCC 44102		gm1126	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Escherichia coli ATCC 44102		gm1126	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Escherichia coli ATCC 44102		gm1126	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Escherichia coli ATCC 44102		gm1126	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Escherichia coli ATCC 44102		gm1126	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Escherichia coli ATCC 44102		gm1126	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Escherichia coli ATCC 44102		gm1126	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Escherichia coli ATCC 44102		gm1126	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Escherichia coli ATCC 44102		gm1126	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Pseudomonas aeruginosa ATCC 9027		gm1127	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Pseudomonas aeruginosa ATCC 9027		gm1127	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Pseudomonas aeruginosa ATCC 9027		gm1127	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Pseudomonas aeruginosa ATCC 9027		gm1127	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Pseudomonas aeruginosa ATCC 9027		gm1127	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Pseudomonas aeruginosa ATCC 9027		gm1127	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Pseudomonas aeruginosa ATCC 9027		gm1127	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Pseudomonas aeruginosa ATCC 9027		gm1127	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Pseudomonas aeruginosa ATCC 9027		gm1127	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Pseudomonas aeruginosa ATCC 9027		gm1127	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Staphylococcus aureus ATCC 26003		gm1128	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Staphylococcus aureus ATCC 26003		gm1128	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Staphylococcus aureus ATCC 26003		gm1128	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Staphylococcus aureus ATCC 26003		gm1128	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Staphylococcus aureus ATCC 26003		gm1128	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Staphylococcus aureus ATCC 26003		gm1128	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Staphylococcus aureus ATCC 26003		gm1128	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Staphylococcus aureus ATCC 26003		gm1128	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Staphylococcus aureus ATCC 26003		gm1128	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Staphylococcus aureus ATCC 26003		gm1128	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
do03		gm0739	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Enterorhabdus mucosicola Mt1B8		gm1159	strain	Genistein	5280961	HMDB0003217	CHEBI:28088	5-OH-Equol	9795113		
Enterorhabdus mucosicola Mt1B8		gm1159	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Enterorhabdus mucosicola Mt1B8		gm1159	strain	Dihydrodaidzein	176907	HMDB0005760	CHEBI:75842	Equol	91469	HMDB0002209	CHEBI:34741
Enterorhabdus mucosicola Mt1B8		gm1159	strain	Dihydrogenistein	9838356	HMDB0005897	CHEBI:34707	5-OH-Equol	9795113		
Lactiplantibacillus plantarum 	1590	gm1160	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Lactiplantibacillus plantarum 	1590	gm1160	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Lactiplantibacillus plantarum 	1590	gm1160	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Lactiplantibacillus plantarum 	1590	gm1160	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Lactiplantibacillus plantarum 	1590	gm1160	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Lactiplantibacillus plantarum 	1590	gm1160	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Bacillus subtilis	1423	gm0070	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Bacillus subtilis	1423	gm0070	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Bacillus subtilis	1423	gm0070	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Bacillus subtilis	1423	gm0070	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Bacillus subtilis	1423	gm0070	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Bacillus subtilis	1423	gm0070	species	3-Dehydroshikimate	439774		CHEBI:16630	Gallic acid	370	HMDB0005807	CHEBI:30778
Escherichia coli	562	gm0305	species	Phytic acid	890	HMDB0003502	CHEBI:17401	1D-Myo-inositol 6-phosphate	161368		CHEBI:64838
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Escherichia coli	562	gm0305	species					"[(1S,2R,3S,4S,5R,6S)-2,3,5-Trihydroxy-4,6-diphosphonooxycyclohexyl] dihydrogen phosphate"	55310		
Escherichia coli	562	gm0305	species					"1D-Myo-inositol 1,4,5,6-tetrakisphosphate(8-)"	25201642	HMDB0004527	CHEBI:57627
Corynebacterium glutamicum	1718	gm1161	species	Glutamic acid	33032	HMDB0000148	CHEBI:16015	D-Glutamic acid	23327	HMDB0003339	CHEBI:15966
Brevibacterium avium	83828	gm1162	species	Glutamic acid	33032	HMDB0000148	CHEBI:16015	D-Glutamic acid	23327	HMDB0003339	CHEBI:15966
Mycolicibacterium smegmatis 	1772	gm1164	species	Glutamic acid	33032	HMDB0000148	CHEBI:16015	D-Glutamic acid	23327	HMDB0003339	CHEBI:15966
Bacillus subtilis	1423	gm0070	species	Glutamic acid	33032	HMDB0000148	CHEBI:16015	D-Glutamic acid	23327	HMDB0003339	CHEBI:15966
Corynebacteriaceae	1653	gm0232	family					D-Glutamic acid	23327	HMDB0003339	CHEBI:15966
Lactiplantibacillus plantarum 	1590	gm1160	species					D-Glutamic acid	23327	HMDB0003339	CHEBI:15966
Lactococcus lactis	1358	gm0719	species					D-Glutamic acid	23327	HMDB0003339	CHEBI:15966
Lacticaseibacillus paracasei	1597	gm1163	species					D-Glutamic acid	23327	HMDB0003339	CHEBI:15966
Clostridium scindens	29347	gm0208	species	Bile acid	439520		CHEBI:22868	Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Clostridium scindens	29347	gm0208	species	Bile acid	439520		CHEBI:22868	Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Ligilactobacillus murinus	1622	gm1166	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Bacteroides fragilis YCH46	295405	gm1165	strain					Arachidonic acid	444899	HMDB0001043	CHEBI:15843
Bacteroides fragilis YCH46	295405	gm1165	strain					Arachidonic acid	444899	HMDB0001043	CHEBI:15843
Bacteroides fragilis YCH46	295405	gm1165	strain					Arachidonic acid	444899	HMDB0001043	CHEBI:15843
Bacteroides fragilis YCH46	295405	gm1165	strain					Arachidonic acid	444899	HMDB0001043	CHEBI:15843
Eubacteriales	186802	gm1168	order					Tryptophan	6305	HMDB0000929	CHEBI:16828
Desulfovibrionaceae	194924	gm0259	family					Tryptophan	6305	HMDB0000929	CHEBI:16828
Akkermansia	239934	gm0029	genus					Tryptophan	6305	HMDB0000929	CHEBI:16828
Escherichia coli BW25113	679895	gm0895	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Akkermansia	239934	gm0029	genus					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Akkermansia	239934	gm0029	genus					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Akkermansia	239934	gm0029	genus					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Akkermansia	239934	gm0029	genus					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium	1485	gm0187	genus					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium	1485	gm0187	genus					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium	1485	gm0187	genus					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium	1485	gm0187	genus					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Bifidobacterium	1678	gm0105	genus	Stachyose	439531	HMDB0003553	CHEBI:17164	Acetate	175		CHEBI:30089
Bifidobacterium	1678	gm0105	genus	Stachyose	439531	HMDB0003553	CHEBI:17164	Propionate	104745		CHEBI:17272
Lactobacillus	1578	gm0393	genus	Stachyose	439531	HMDB0003553	CHEBI:17164	Acetate	175		CHEBI:30089
Lactobacillus	1578	gm0393	genus	Stachyose	439531	HMDB0003553	CHEBI:17164	Propionate	104745		CHEBI:17272
